CityName,Year,AvgPrice0
Kamalenga,2007,0
Kamalenga,2008,0
Kamalenga,2009,0
Kamalenga,2010,0
Kamalenga,2011,0
Kamalenga,2012,0
Kamalenga,2013,0
Kamalenga,2014,0
Kamalenga,2015,0
Kamalenga,2016,0
Kamalenga,2017,0
Kamalenga,2018,0
Kamalenga,2019,1.3889543244692426
Kamalenga,2020,2.457592132362344
Kamalenga,2021,0
Pasar Aur Kuning,2003,0
Pasar Aur Kuning,2004,0
Pasar Aur Kuning,2005,0
Pasar Aur Kuning,2006,0
Pasar Aur Kuning,2007,0
Pasar Aur Kuning,2008,0
Pasar Aur Kuning,2009,0
Pasar Aur Kuning,2010,0
Pasar Aur Kuning,2011,0
Pasar Aur Kuning,2012,0
Pasar Aur Kuning,2013,0
Pasar Aur Kuning,2014,0
Pasar Aur Kuning,2015,0
Pasar Aur Kuning,2016,3.1817581311848038
Pasar Aur Kuning,2017,0
Pasar Aur Kuning,2018,0
Pasar Aur Kuning,2019,0
Pasar Aur Kuning,2020,3.1840137873169443
Pasar Aur Kuning,2021,0
Kampong Chheuteal,2003,0
Kampong Chheuteal,2004,0
Kampong Chheuteal,2005,0
Kampong Chheuteal,2006,0
Kampong Chheuteal,2007,0
Kampong Chheuteal,2008,0
Kampong Chheuteal,2009,0
Kampong Chheuteal,2010,0
Kampong Chheuteal,2011,0
Kampong Chheuteal,2012,0
Kampong Chheuteal,2013,0
Kampong Chheuteal,2014,0
Kampong Chheuteal,2015,1.5255889558577567
Kampong Chheuteal,2016,1.3629342459944875
Kampong Chheuteal,2017,1.5143713844383195
Kampong Chheuteal,2018,0
Kampong Chheuteal,2019,0
Kampong Chheuteal,2020,0
Kampong Chheuteal,2021,0
Kobo,2003,0
Kobo,2004,0
Kobo,2005,0
Kobo,2006,0
Kobo,2007,0
Kobo,2008,0
Kobo,2009,0
Kobo,2010,0
Kobo,2011,0
Kobo,2012,0
Kobo,2013,0
Kobo,2014,0
Kobo,2015,0
Kobo,2016,0
Kobo,2017,0
Kobo,2018,0
Kobo,2019,0
Kobo,2020,0.6691522762951334
Kobo,2021,0.7653061224489796
Pasar Bejen (Kab. Karanganyar),2003,
Pasar Bejen (Kab. Karanganyar),2004,
Pasar Bejen (Kab. Karanganyar),2005,
Pasar Bejen (Kab. Karanganyar),2006,
Pasar Bejen (Kab. Karanganyar),2007,
Pasar Bejen (Kab. Karanganyar),2008,
Pasar Bejen (Kab. Karanganyar),2009,
Pasar Bejen (Kab. Karanganyar),2010,
Pasar Bejen (Kab. Karanganyar),2011,
Pasar Bejen (Kab. Karanganyar),2012,
Pasar Bejen (Kab. Karanganyar),2013,
Pasar Bejen (Kab. Karanganyar),2014,
Pasar Bejen (Kab. Karanganyar),2015,
Pasar Bejen (Kab. Karanganyar),2016,
Pasar Bejen (Kab. Karanganyar),2017,
Pasar Bejen (Kab. Karanganyar),2018,
Pasar Bejen (Kab. Karanganyar),2019,
Pasar Bejen (Kab. Karanganyar),2020,2.8042660358121414
Pasar Bejen (Kab. Karanganyar),2021,
Isfana,2003,0
Isfana,2004,0
Isfana,2005,0
Isfana,2006,0
Isfana,2007,0
Isfana,2008,0
Isfana,2009,0
Isfana,2010,0
Isfana,2011,0
Isfana,2012,0
Isfana,2013,0
Isfana,2014,0
Isfana,2015,0
Isfana,2016,0
Isfana,2017,1.6060277472095585
Isfana,2018,1.5770360399308285
Isfana,2019,1.50245193365823
Isfana,2020,1.600469228408232
Isfana,2021,2.0387817953152023
Dimapur,2003,0
Dimapur,2004,0
Dimapur,2005,0
Dimapur,2006,0
Dimapur,2007,0
Dimapur,2008,0
Dimapur,2009,0
Dimapur,2010,0
Dimapur,2011,0.2676032781401572
Dimapur,2012,0.3477839103529018
Dimapur,2013,0.6592704093958485
Dimapur,2014,1.0890449908011373
Dimapur,2015,1.1968723866867368
Dimapur,2016,1.6103445392206055
Dimapur,2017,1.1640742599096838
Dimapur,2018,1.1414952333166082
Dimapur,2019,1.1195548054554578
Dimapur,2020,1.3778831972509846
Dimapur,2021,1.2429057255951386
Dila,2003,0
Dila,2004,0
Dila,2005,0
Dila,2006,0
Dila,2007,0
Dila,2008,0
Dila,2009,0
Dila,2010,0
Dila,2011,0
Dila,2012,0
Dila,2013,0
Dila,2014,0
Dila,2015,0
Dila,2016,0
Dila,2017,0
Dila,2018,0
Dila,2019,0
Dila,2020,54.25170068027211
Dila,2021,64.79591836734693
Al Karak,2003,0
Al Karak,2004,0
Al Karak,2005,0
Al Karak,2006,0
Al Karak,2007,0
Al Karak,2008,0
Al Karak,2009,0
Al Karak,2010,0
Al Karak,2011,0
Al Karak,2012,0
Al Karak,2013,0
Al Karak,2014,0
Al Karak,2015,0
Al Karak,2016,0
Al Karak,2017,4.639211886304909
Al Karak,2018,4.682170542635659
Al Karak,2019,4.488049095607235
Al Karak,2020,4.844961240310077
Al Karak,2021,4.910239018087855
Nsundwe,2003,0
Nsundwe,2004,0
Nsundwe,2005,0
Nsundwe,2006,0
Nsundwe,2007,0
Nsundwe,2008,0
Nsundwe,2009,0
Nsundwe,2010,0
Nsundwe,2011,0
Nsundwe,2012,0.3843503143640174
Nsundwe,2013,0.37893626739749575
Nsundwe,2014,0.4434547799451878
Nsundwe,2015,0.6304812187651136
Nsundwe,2016,1.207675049707131
Nsundwe,2017,0.8200601859315384
Nsundwe,2018,1.0701031758826374
Nsundwe,2019,0.9404051802891074
Nsundwe,2020,0
Nsundwe,2021,0
Fundong,2003,0
Fundong,2004,0
Fundong,2005,0
Fundong,2006,0
Fundong,2007,0
Fundong,2008,0
Fundong,2009,0
Fundong,2010,0
Fundong,2011,0
Fundong,2012,0
Fundong,2013,0
Fundong,2014,0
Fundong,2015,0
Fundong,2016,0
Fundong,2017,0
Fundong,2018,0
Fundong,2019,0
Fundong,2020,3.608479927830402
Fundong,2021,3.202525935949481
Mola,2003,0
Mola,2004,0
Mola,2005,0
Mola,2006,0
Mola,2007,0
Mola,2008,0
Mola,2009,0
Mola,2010,0
Mola,2011,0
Mola,2012,0
Mola,2013,0
Mola,2014,0
Mola,2015,0
Mola,2016,0
Mola,2017,0
Mola,2018,4.120879120879121
Mola,2019,0
Mola,2020,0
Mola,2021,0
Agadez Commune,2003,0
Agadez Commune,2004,0
Agadez Commune,2005,0
Agadez Commune,2006,0
Agadez Commune,2007,0
Agadez Commune,2008,0
Agadez Commune,2009,0.5728461885430762
Agadez Commune,2010,0
Agadez Commune,2011,0
Agadez Commune,2012,0
Agadez Commune,2013,0
Agadez Commune,2014,0
Agadez Commune,2015,0
Agadez Commune,2016,0
Agadez Commune,2017,0
Agadez Commune,2018,0
Agadez Commune,2019,0
Agadez Commune,2020,0
Agadez Commune,2021,0
Inke,2003,0
Inke,2004,0
Inke,2005,0
Inke,2006,0
Inke,2007,0
Inke,2008,0
Inke,2009,0
Inke,2010,0
Inke,2011,0
Inke,2012,0
Inke,2013,0
Inke,2014,0
Inke,2015,0
Inke,2016,0
Inke,2017,0
Inke,2018,2.064025163158946
Inke,2019,0
Inke,2020,0
Inke,2021,0
Peshawar,2003,0
Peshawar,2004,0
Peshawar,2005,0
Peshawar,2006,0.05941944282096235
Peshawar,2007,0.0639246054938632
Peshawar,2008,0.11713422949542174
Peshawar,2009,0.13077147866744593
Peshawar,2010,0.1241963763880771
Peshawar,2011,0.1327196571205922
Peshawar,2012,0.1388077147866744
Peshawar,2013,0.1672998246639392
Peshawar,2014,0.18751217611533216
Peshawar,2015,0.242708246361081
Peshawar,2016,0.27074201246834206
Peshawar,2017,0.2986192285213326
Peshawar,2018,0.32873424062787004
Peshawar,2019,0.39337781674134686
Peshawar,2020,0.4676196506266641
Peshawar,2021,0.553712903435288
Enseno,2003,0
Enseno,2004,0
Enseno,2005,0
Enseno,2006,0
Enseno,2007,0
Enseno,2008,0
Enseno,2009,0
Enseno,2010,0
Enseno,2011,0
Enseno,2012,0
Enseno,2013,0
Enseno,2014,0
Enseno,2015,0
Enseno,2016,0
Enseno,2017,0
Enseno,2018,0
Enseno,2019,0
Enseno,2020,0
Enseno,2021,63.647959183673464
Monyin Market,2003,0
Monyin Market,2004,0
Monyin Market,2005,0
Monyin Market,2006,0
Monyin Market,2007,0
Monyin Market,2008,0
Monyin Market,2009,0
Monyin Market,2010,0
Monyin Market,2011,0
Monyin Market,2012,0
Monyin Market,2013,0
Monyin Market,2014,0
Monyin Market,2015,0
Monyin Market,2016,0
Monyin Market,2017,0
Monyin Market,2018,0
Monyin Market,2019,0
Monyin Market,2020,0.25127206171124433
Monyin Market,2021,0.24736080093317153
Thma Puok,2003,0
Thma Puok,2004,0
Thma Puok,2005,0
Thma Puok,2006,0
Thma Puok,2007,0
Thma Puok,2008,0
Thma Puok,2009,0
Thma Puok,2010,0
Thma Puok,2011,0
Thma Puok,2012,0
Thma Puok,2013,0
Thma Puok,2014,0
Thma Puok,2015,2.0191618459177594
Thma Puok,2016,2.026565439352791
Thma Puok,2017,1.837437279785161
Thma Puok,2018,0
Thma Puok,2019,0
Thma Puok,2020,0
Thma Puok,2021,0
Haromaya,2003,0
Haromaya,2004,0
Haromaya,2005,0
Haromaya,2006,0
Haromaya,2007,0
Haromaya,2008,0
Haromaya,2009,0
Haromaya,2010,0
Haromaya,2011,0
Haromaya,2012,0
Haromaya,2013,0
Haromaya,2014,0
Haromaya,2015,0
Haromaya,2016,0
Haromaya,2017,0
Haromaya,2018,0
Haromaya,2019,0
Haromaya,2020,1.086734693877551
Haromaya,2021,1.6581632653061222
Giteranyi,2003,0
Giteranyi,2004,0
Giteranyi,2005,0
Giteranyi,2006,0
Giteranyi,2007,0
Giteranyi,2008,0
Giteranyi,2009,0
Giteranyi,2010,0
Giteranyi,2011,0
Giteranyi,2012,0
Giteranyi,2013,0
Giteranyi,2014,0
Giteranyi,2015,0.5264089423011388
Giteranyi,2016,0.6496096317940668
Giteranyi,2017,0.611815041763132
Giteranyi,2018,1.1041560857205048
Giteranyi,2019,1.0831444373355146
Giteranyi,2020,1.368951018738993
Giteranyi,2021,1.2480935960266213
Nambuma,2003,0
Nambuma,2004,0
Nambuma,2005,0
Nambuma,2006,0
Nambuma,2007,0
Nambuma,2008,0
Nambuma,2009,0
Nambuma,2010,0
Nambuma,2011,0
Nambuma,2012,0.453816029878016
Nambuma,2013,0.5261768499113332
Nambuma,2014,0.6002337578591005
Nambuma,2015,0.8787996399591594
Nambuma,2016,1.0130464425815466
Nambuma,2017,0
Nambuma,2018,0
Nambuma,2019,1.343435971841582
Nambuma,2020,0
Nambuma,2021,0
Kaung Ming Sang,2003,0
Kaung Ming Sang,2004,0
Kaung Ming Sang,2005,0
Kaung Ming Sang,2006,0
Kaung Ming Sang,2007,0
Kaung Ming Sang,2008,0.36289587986002425
Kaung Ming Sang,2009,0.3431227054159511
Kaung Ming Sang,2010,0.5104503099825519
Kaung Ming Sang,2011,0.4281334810464183
Kaung Ming Sang,2012,0
Kaung Ming Sang,2013,0
Kaung Ming Sang,2014,0
Kaung Ming Sang,2015,0.3160884168322577
Kaung Ming Sang,2016,0.4012285977221704
Kaung Ming Sang,2017,0.46775810223855663
Kaung Ming Sang,2018,0
Kaung Ming Sang,2019,0
Kaung Ming Sang,2020,0
Kaung Ming Sang,2021,0
Luiza Centre,2003,0
Luiza Centre,2004,0
Luiza Centre,2005,0
Luiza Centre,2006,0
Luiza Centre,2007,0
Luiza Centre,2008,0
Luiza Centre,2009,0
Luiza Centre,2010,0
Luiza Centre,2011,0
Luiza Centre,2012,0
Luiza Centre,2013,0
Luiza Centre,2014,0
Luiza Centre,2015,0
Luiza Centre,2016,0
Luiza Centre,2017,0
Luiza Centre,2018,0
Luiza Centre,2019,0
Luiza Centre,2020,2.6641629087947667
Luiza Centre,2021,2.448225499236086
Abra,2003,0
Abra,2004,0
Abra,2005,0
Abra,2006,0
Abra,2007,0
Abra,2008,0
Abra,2009,0
Abra,2010,0
Abra,2011,0
Abra,2012,0
Abra,2013,0
Abra,2014,0
Abra,2015,0
Abra,2016,0
Abra,2017,0
Abra,2018,0
Abra,2019,0
Abra,2020,3.051671732522796
Abra,2021,3.5339050513822556
Bossemptélé,2003,0
Bossemptélé,2004,0
Bossemptélé,2005,0
Bossemptélé,2006,0
Bossemptélé,2007,0
Bossemptélé,2008,0
Bossemptélé,2009,0
Bossemptélé,2010,0
Bossemptélé,2011,0
Bossemptélé,2012,0
Bossemptélé,2013,0
Bossemptélé,2014,0
Bossemptélé,2015,0
Bossemptélé,2016,0
Bossemptélé,2017,0
Bossemptélé,2018,6.202074875958503
Bossemptélé,2019,6.4839873703202535
Bossemptélé,2020,4.294654939106902
Bossemptélé,2021,4.280559314388814
Al Aziziya,2003,0
Al Aziziya,2004,0
Al Aziziya,2005,0
Al Aziziya,2006,0
Al Aziziya,2007,0
Al Aziziya,2008,0
Al Aziziya,2009,0
Al Aziziya,2010,0
Al Aziziya,2011,0
Al Aziziya,2012,0
Al Aziziya,2013,0
Al Aziziya,2014,0
Al Aziziya,2015,0
Al Aziziya,2016,0
Al Aziziya,2017,0
Al Aziziya,2018,2.1159682080924855
Al Aziziya,2019,1.9278359826589593
Al Aziziya,2020,1.7529202793834298
Al Aziziya,2021,2.0264932562620426
Laung Kyet,2003,0
Laung Kyet,2004,0
Laung Kyet,2005,0
Laung Kyet,2006,0
Laung Kyet,2007,0
Laung Kyet,2008,0
Laung Kyet,2009,0
Laung Kyet,2010,0
Laung Kyet,2011,0
Laung Kyet,2012,0
Laung Kyet,2013,0
Laung Kyet,2014,0
Laung Kyet,2015,0
Laung Kyet,2016,0
Laung Kyet,2017,0
Laung Kyet,2018,0
Laung Kyet,2019,0
Laung Kyet,2020,0.22139310437805165
Laung Kyet,2021,0.21834573068153174
Rusape,2003,0
Rusape,2004,0
Rusape,2005,0
Rusape,2006,0
Rusape,2007,0
Rusape,2008,0
Rusape,2009,0
Rusape,2010,0
Rusape,2011,0
Rusape,2012,0
Rusape,2013,0
Rusape,2014,0
Rusape,2015,0
Rusape,2016,0
Rusape,2017,0
Rusape,2018,0
Rusape,2019,0
Rusape,2020,151.5037087912088
Rusape,2021,146.14945054945056
Mederdra,2003,0
Mederdra,2004,0
Mederdra,2005,0
Mederdra,2006,0
Mederdra,2007,0
Mederdra,2008,0
Mederdra,2009,9.045445425361155
Mederdra,2010,9.003812199036918
Mederdra,2011,12.318168138041731
Mederdra,2012,0
Mederdra,2013,0
Mederdra,2014,0
Mederdra,2015,0
Mederdra,2016,0
Mederdra,2017,0
Mederdra,2018,0
Mederdra,2019,0
Mederdra,2020,0
Mederdra,2021,0
Bentiu,2003,0
Bentiu,2004,0
Bentiu,2005,0
Bentiu,2006,0
Bentiu,2007,0
Bentiu,2008,0
Bentiu,2009,0
Bentiu,2010,0
Bentiu,2011,0
Bentiu,2012,0
Bentiu,2013,0.0132696390658174
Bentiu,2014,0
Bentiu,2015,0.03624270169851375
Bentiu,2016,0.09744891188959659
Bentiu,2017,0.4976114649681529
Bentiu,2018,0.7746151804670913
Bentiu,2019,0.7464171974522293
Bentiu,2020,1.0615711252653928
Bentiu,2021,1.6587048832271762
Pasar Jatinegara,2003,0
Pasar Jatinegara,2004,0
Pasar Jatinegara,2005,0
Pasar Jatinegara,2006,0
Pasar Jatinegara,2007,0
Pasar Jatinegara,2008,0
Pasar Jatinegara,2009,0
Pasar Jatinegara,2010,0
Pasar Jatinegara,2011,0
Pasar Jatinegara,2012,0
Pasar Jatinegara,2013,0
Pasar Jatinegara,2014,0
Pasar Jatinegara,2015,0
Pasar Jatinegara,2016,3.0489115288002835
Pasar Jatinegara,2017,0
Pasar Jatinegara,2018,0
Pasar Jatinegara,2019,0
Pasar Jatinegara,2020,3.176280420118755
Pasar Jatinegara,2021,0
Kirambo,2003,0
Kirambo,2004,0
Kirambo,2005,0
Kirambo,2006,0
Kirambo,2007,0
Kirambo,2008,0
Kirambo,2009,0
Kirambo,2010,0
Kirambo,2011,0.37765944241702043
Kirambo,2012,1.0890163269697044
Kirambo,2013,0.9386736745789399
Kirambo,2014,0.9357044429549083
Kirambo,2015,0.9754392036568109
Kirambo,2016,0
Kirambo,2017,0
Kirambo,2018,0
Kirambo,2019,0
Kirambo,2020,0
Kirambo,2021,0
Nembudzia,2003,0
Nembudzia,2004,0
Nembudzia,2005,0
Nembudzia,2006,0
Nembudzia,2007,0
Nembudzia,2008,0
Nembudzia,2009,0
Nembudzia,2010,0
Nembudzia,2011,0
Nembudzia,2012,0
Nembudzia,2013,0
Nembudzia,2014,0
Nembudzia,2015,0
Nembudzia,2016,0
Nembudzia,2017,0
Nembudzia,2018,0
Nembudzia,2019,0
Nembudzia,2020,0
Nembudzia,2021,147.64766483516485
Ar-Rastan,2003,0
Ar-Rastan,2004,0
Ar-Rastan,2005,0
Ar-Rastan,2006,0
Ar-Rastan,2007,0
Ar-Rastan,2008,0
Ar-Rastan,2009,0
Ar-Rastan,2010,0
Ar-Rastan,2011,0
Ar-Rastan,2012,0
Ar-Rastan,2013,0
Ar-Rastan,2014,0
Ar-Rastan,2015,0
Ar-Rastan,2016,0
Ar-Rastan,2017,0
Ar-Rastan,2018,0
Ar-Rastan,2019,0.18748389078086522
Ar-Rastan,2020,0.3930649468875618
Ar-Rastan,2021,1.0616089659572212
Jaipur,2003,0
Jaipur,2004,0.12962033784913865
Jaipur,2005,0.14007359090148855
Jaipur,2006,0.1672520488375982
Jaipur,2007,0.18815855494229805
Jaipur,2008,0.1986118079946479
Jaipur,2009,0.2007024586051179
Jaipur,2010,0.22997156715169753
Jaipur,2011,0.23273122595751794
Jaipur,2012,0.46181078218208177
Jaipur,2013,0.7079323085344159
Jaipur,2014,0.9007637843563585
Jaipur,2015,0.8294637291124997
Jaipur,2016,0.9453643307130511
Jaipur,2017,0.8843452082288007
Jaipur,2018,0.9267993532920779
Jaipur,2019,0.858808861317642
Jaipur,2020,1.0736466521714891
Jaipur,2021,1.414074259909684
Bayanga,2003,0
Bayanga,2004,0
Bayanga,2005,0
Bayanga,2006,0
Bayanga,2007,0
Bayanga,2008,0
Bayanga,2009,0
Bayanga,2010,0
Bayanga,2011,0
Bayanga,2012,0
Bayanga,2013,0
Bayanga,2014,0
Bayanga,2015,0
Bayanga,2016,0
Bayanga,2017,0
Bayanga,2018,0
Bayanga,2019,6.765899864682003
Bayanga,2020,4.803037137272591
Bayanga,2021,4.803037137272591
Al Jabeen,2003,0
Al Jabeen,2004,0
Al Jabeen,2005,0
Al Jabeen,2006,0
Al Jabeen,2007,0
Al Jabeen,2008,0
Al Jabeen,2009,0
Al Jabeen,2010,0
Al Jabeen,2011,0
Al Jabeen,2012,0
Al Jabeen,2013,0
Al Jabeen,2014,0
Al Jabeen,2015,0
Al Jabeen,2016,1.0993245209131157
Al Jabeen,2017,1.0293389112126385
Al Jabeen,2018,1.2960116066022382
Al Jabeen,2019,1.7216263397526128
Al Jabeen,2020,1.9054368596120128
Al Jabeen,2021,2.1157868662960313
Bamba,2003,0
Bamba,2004,0
Bamba,2005,0
Bamba,2006,0
Bamba,2007,0
Bamba,2008,0
Bamba,2009,0
Bamba,2010,0
Bamba,2011,0
Bamba,2012,0
Bamba,2013,0
Bamba,2014,0
Bamba,2015,0
Bamba,2016,0
Bamba,2017,0
Bamba,2018,0
Bamba,2019,0
Bamba,2020,0.8784393324312134
Bamba,2021,2.1470455570590894
Maymana,2003,0
Maymana,2004,0.1595744680851064
Maymana,2005,0.15917751667195934
Maymana,2006,0.18894887265798666
Maymana,2007,0.3087619085423944
Maymana,2008,0.5238766275007939
Maymana,2009,0.4607613528104161
Maymana,2010,0.3654433947284852
Maymana,2011,0.42529374404572884
Maymana,2012,0.4617041124166402
Maymana,2013,0.48428072403937755
Maymana,2014,0.6113051762464274
Maymana,2015,0.5980734624748597
Maymana,2016,0.5821954059489785
Maymana,2017,0.5901344342119191
