CityName,Red Apples,Beans,Bread (wheat),Bread,Cabbage,Carrots,Cucumbers,Eggs,Fish,Garlic,Beef,Chicken,Lamb,Pork,Milk,Oil (sunflower),Oil (vegetable),Onions,Oranges,Pasta,Peas,Potatoes,Rice (high quality),Rice (low quality),Salt,Sugar (local),Sugar (white),Tea (black),Tomatoes,Walnuts,Wheat,Flour (first grade),CountryName
Addis Ababa,2.5664916518693013,2.9773924983457256,3.265746642419187,3.4104505469821147,0.15658349721246884,0.033573851624156215,3.0991765097070223,3.5997021374924696,0.19898618036197602,3.544299888431795,4.087297837083104,3.6017454069385852,1.7195117556635948,1.5864427862088335,2.6889890531067966,3.0384373838793723,2.007723473549066,0.510268166457515,3.4684268032830956,1.391329314984055,2.0753877152591347,0.508377425016066,4.382239525058052,2.5429196821448468,0.880489201774903,1.1507096553804101,0.022115299584532067,0.44569285120082813,0.17338988149830126,5.06198444118549,0.9538791519359184,0.6938027828990476,Ethiopia
Adel Bagrou,2.9970008014702576,1.4631897282106738,3.1980628543563334,3.441011464276909,1.8032328013878176,3.0609577803725836,2.27470619473563,5.2145511830242945,0.7796694640746445,2.681897777528089,5.315825656882276,2.7732932332182796,0.8557143609884772,1.0808657444720295,2.3845596601977626,1.9088096050454428,17.968660547414053,0.26392470943711843,2.7090052519981427,2.166976399545542,2.25732713989822,1.6481326766876396,4.176837274131734,3.4105268000841473,0.5093230436597181,1.7473259872462137,1.5819154356676348,0.4460266781636325,0.6456508182077707,5.375137714933925,5.881420001708707,0.3006006215871131,Mauritania
Aden,1.2338265812260505,1.3837857000399183,3.4231078659001986,2.7509390071364725,2.1307439691870833,2.7457874012687586,1.5799742621411141,2.1780760839319333,1.369463162063857,2.660774818116179,4.9913919115236,3.7301549441155624,2.202962032095236,0.8179883239331098,3.807018367064618,1.6691819798951,1.8308693698610734,0.7929365118730494,2.134801937110076,1.4992399736469466,1.1959540239108541,1.276835524661664,4.9569373503316445,3.662088766064983,0.7720198687527068,1.4176667936418492,1.588368886741565,0.05204913389170119,1.9119880385999848,4.2959091481826714,0.1833687265146,1.8369008977388486,Yemen
Adigrat,1.7871106326143,2.576948582534933,4.079795868371608,2.0268660372867604,1.314750603199519,3.43463341703161,2.9478967471766513,4.180519244708128,0.8500634765348621,3.5392609495486855,5.233020164247102,2.9695453747344427,2.107313384473364,1.0461338667557216,4.282797232866182,1.7798252435086221,2.827315742620317,0.5022083212252824,2.7188212055074286,2.538541762130826,15.756584214834376,1.2348574683144897,4.714864649654458,3.5760981343530314,1.4600825820912573,0.04028300960900266,0.4834466783637278,0.7018413407096501,1.540202760014767,5.215987925242603,0.03390177169110453,0.3468046770005948,Ethiopia
Adilabad,2.2782781478513456,1.4031440090511995,3.216044446911554,2.2134622682741134,1.071241685829628,3.205219895834549,2.1626196587239166,4.226587159874509,1.6578627294839516,3.8076696153031757,4.527912340529944,3.1237339261696486,1.2033689144255035,0.12350142838319889,2.4185538234177955,2.951427744156931,2.9486046229611924,0.16632691567218155,2.094765525676513,1.3133909754018682,0.9166564410838918,0.8586798757020568,4.825121043930152,3.1105523667197073,1.6453334567541957,0.0693433172115756,0.26920640096692516,5.03131830359605,1.0925352079936705,5.616584915235143,0.8848147163455498,1.6058216029788397,Bassas da India
Adjame,2.6866662823889813,2.6499282635450534,3.1056391390346523,3.0497060107743748,0.9212985357602597,3.784688757379672,2.098494866481876,4.441141002922743,0.8090827217975901,3.939900456702487,5.215660979610247,3.787420718539826,1.1295105037016149,1.2616301886117252,2.6070638448208774,2.0029129997982134,1.2012151161801272,0.694336129849995,2.4116510226400703,2.0658238996144247,0.9940925165482353,1.1656594608743922,5.198800410813589,3.5402172016402003,0.7359362661241339,1.7952270317551762,1.1482393462343023,0.3273915317967485,0.45821216479450366,5.851929927179782,1.548984974308452,1.8621404134453083,Cote d'Ivoire
Adjelhoc,1.338440737883533,2.905063870091378,3.9778401209803125,2.490270246182753,1.0529078568379457,3.4776433896300665,1.9456259102492686,3.7317944773811007,1.46932344058939,3.439062893696808,3.5994077456081666,3.366185050844882,1.1888366596095536,0.031211403921922565,4.228109482124901,1.8910732955957368,2.565407638209175,0.9429118462090984,3.3308170530246812,2.135595375838733,2.1890198339927234,0.04655644014724658,4.807298465737796,2.033753056775864,0.19671524794543926,1.6028539068244125,1.0909451289253123,0.16040834572003282,0.8029004175443284,4.715242609410765,0.15915355229462813,0.6900652493429003,Mali
Adwa,2.7641517509983764,3.3267347777402794,3.5550815390529014,3.8144025018076224,1.103810914687688,2.898698657115344,1.8430968624073274,4.523084508355539,1.3970375621355227,2.543448293716047,4.401802101324179,3.2393410053882246,1.632129122691487,0.7346675712845611,2.9149463971909144,2.269848424299676,2.1187269077390463,0.34454192780595494,3.518108633984874,1.397512492059655,9.88583069238556,0.743446942684849,4.24055108048345,2.9195282394837543,0.11636657893339442,1.8986666796293732,0.09088107848830107,0.20163155844225,1.5653921530615913,4.996759975367044,0.9338157590141161,1.4863385516247989,Ethiopia
Affamè,1.8112191575287564,2.2177235432660725,3.4720449363447923,2.1485049912314134,1.341327959869728,3.8148805195943076,2.8286171025150897,5.169696558234436,0.14747254279319988,3.386566292991391,4.845645692827981,2.8902346342498952,1.2427519609719497,1.6949251300528232,3.0036471396853015,1.555466417059299,1.8923480211168664,0.03740476249338992,1.016473343659218,2.4467759965278413,1.4021272710720758,1.4754031826216063,5.109029654009461,2.2224971066842163,0.8162495455625541,1.489559561376642,0.5796065353058292,0.4243687075775776,0.8874320463375145,5.544802880708495,2.0301580593064945,1.0265558694960486,Benin
Afgooye,1.900108203444206,1.7643925349672653,3.9995859042758046,3.173346824973549,2.1044784441216233,3.0590954435425504,2.0732905421378143,3.829735183974534,1.2984551546110472,3.7725817025714807,3.8470555598237657,3.916020404569335,2.001109447782242,0.22435969508978937,2.3900074128005984,1.8802985290838872,1.3465282523345738,0.17708488937245392,2.5123176760564574,46.297024571315696,0.8210788299503631,1.4901373926697588,5.586892952062227,3.6622099968913844,0.24191231701908478,0.10287077135233158,0.4855880617335705,0.2758658376843538,1.523763900772488,5.1218295945812535,0.4124749294636354,0.8485150395948446,Somalia
Afmadow,1.565115355091061,2.269707215392444,3.8109076142202483,3.918199974808468,0.9070659825864631,4.033881314493301,2.5820598918825883,3.7509792582386297,1.491962641533065,3.609672260797552,5.703044940934444,3.9728459854749936,2.5747879618875307,0.30140454580183806,4.275336144982926,2.208083648580335,2.677574865576991,1.0887656023693122,3.1130605764911854,47.82879196276184,2.168774109895181,0.21540107208855408,4.938560702118583,2.928569810805626,1.0170312347070372,0.7777912182395272,1.4625026772962597,0.5690308007650416,0.28087869965082035,4.034236698531693,0.12427465097462664,0.33613824777908885,Somalia
Afrin,2.8217336128809687,2.463992334375254,4.053218678764103,2.6074337359583084,0.641805037642238,2.1105212304132106,0.8799935823289731,1.4272676410915903,0.748046805832146,2.482064736225679,4.154568931755881,3.4802376620095705,1.8552978671332974,1.1511620281735166,4.0587601808325005,2.5548649363063345,2.2898335905423233,0.6539987139870105,1.7336351632532698,1.529476032490856,1.017972719742955,0.3541401141248912,4.625279374473415,3.2540892307505755,1.3775114265733728,0.16378969883176386,0.4676972240410625,0.9511537644825506,0.9254538902276034,4.487360439440268,1.5829723443548471,1.9152299449046353,Syrian Arab Republic
Agadez Commune,1.612457316618303,2.620044156097973,3.8592443101299785,3.17548141923087,1.5817039143325289,3.411312708157305,1.9246265253651949,4.327359788347406,1.0717033446828652,2.228610911212841,5.238469289309477,3.265588776015064,2.0365711350578035,0.47742256754430124,2.6830116558787824,1.6757419748330225,1.5172629981698345,1.184086302165072,1.7615329246002167,0.968542491960044,0.8907960531416454,0.08824446296060218,3.8752458261927067,2.9423283040263186,1.5413552073483872,1.2838302284447294,0.3833821058546031,0.16643877429195653,0.6811115513898842,3.969109832013439,1.436080629706539,1.2422843518197602,Niger
Agartala,2.659074628245908,2.67753868372098,3.063850228545239,2.3589861803391114,0.6846502710541988,3.5765078199643328,1.405330287703171,5.221847951585502,0.6884821557186432,3.366051919216793,5.585995529601288,2.384815106155423,2.758927955895286,1.6947147587278466,2.760087302267343,2.669059733188929,1.882153849738912,0.5442413717315588,2.4159169336516393,2.3361875170539745,2.7642429640635005,1.184355137204772,5.183713094841496,3.092941296380778,1.4637789433388324,1.0011156946742035,1.1949953294874933,3.2790067312436526,1.165137455620353,5.003606825486157,0.5274647503492926,0.47514773371196606,Bassas da India
Agazrahane,1.3896855266859134,3.1554442320171203,2.7454155138238807,3.411381846653762,1.7149324994897557,4.124805897146992,2.5949305509845377,3.81242783509066,0.3892755129727462,3.910251793757944,4.72743960308193,2.405311926713429,2.7797467950010324,1.1056630794028752,2.6742947641805097,1.6716009843982182,3.0345024763821264,2.1807667558106996,2.9372691107561604,1.6426167861468366,1.9678996160548368,0.06801337759188553,5.092359673211685,1.8765629306487643,1.6407367539556563,0.050275737890873806,1.7001296505668453,0.8840757431053169,1.9445726160539372,4.570085122092326,0.22863866798321975,0.3988165288832044,Mali
Agra,1.4432547913023213,2.9310717466881733,2.960008748775145,3.241272265958468,0.8894670878799817,2.69176162739286,2.4310379560523105,4.629253970826969,0.07997457423009824,3.7784602572742267,5.344952607374712,3.9891274986507685,1.0502514625124808,0.15089624312409644,2.336960065620177,1.7290480648341113,1.1266566612532187,0.6219802760224351,2.887748211126339,1.682842648436026,2.6753707803742692,0.4878348909306645,4.890045832169948,2.105145318210127,0.2827352739395744,1.2605862763077287,0.16225645190901516,3.6904849927584373,0.02601286492982935,5.522604711295839,0.10788206708758408,1.5043113442437013,Bassas da India
Agusan del Norte,1.768954432185486,1.4255489765232294,3.2381847099158803,3.410454854625164,1.5199349669128688,1.7437148300296252,1.8225948044180629,0.7179064095327836,0.8330252885837374,3.764861971049082,8.945472070750094,2.8186454124637006,1.2536354176113869,6.3735364858912895,3.962270466222658,2.381312967218139,1.360199938252699,0.42034358122862936,2.5096701325685666,2.364442919570853,1.0719883894537345,0.651560232263957,3.875200831990182,3.384116602710109,0.3980974531584808,1.1122365018870777,1.1521693022860582,0.4925486850387114,1.3392333011679076,5.8795172597493375,1.4399485766207638,1.7264202106319082,Philippines
Agusan del Sur,1.2777183638327416,2.7651285463595006,3.5336156506341565,3.8859633296377893,1.4687220093247246,2.9538396736095502,2.13179029414976,0.5908340386794556,0.2160892806568736,2.9105358701970143,9.363620121505313,3.6239690390195327,2.1060861889917533,4.808581227960332,3.2831832615198984,2.735611104699909,1.6436994702516803,0.7174859655398163,2.294270137825152,2.503089269036158,1.9306714499257083,0.8882063749085011,5.544821284007666,3.174323926046439,1.5534159605164586,0.841005216805246,0.8242248929612476,0.6314519128468258,0.8050621396741624,4.921297670312356,1.165029167277409,0.32336202674348913,Philippines
Ah Nauk Pyin,1.7993691694043135,1.7694747277233835,2.755222259142657,2.5337367788120417,1.83077171735619,4.085022997442628,1.589942956372126,5.282638752195055,0.8534612530423543,3.7873012033533255,4.973585531650687,2.449673777827236,2.6262501422495,0.06585782001880369,2.7219521354815632,2.0946674054671,2.1857541097727973,0.9976727708861222,2.615775821936953,2.1717961367902037,2.7349532216065517,1.7831550990207603,4.8805066962556065,0.1723234314650998,1.1517678939352953,0.956144023507121,0.9906788650737556,0.4264404491734285,0.6628348290433139,5.438070174105836,0.9023388689557552,1.5302652159297232,Myanmar
Ah Nauk Ywe,2.2650424280612635,1.886396761497931,4.185962168591019,2.98946672704467,2.031824813294279,3.36070077020289,1.3754870032193818,4.980416545278269,1.767373173558204,3.225759183747816,4.475946260419073,3.1427819484920265,2.486639390499689,1.4597023465822145,2.7888313262562487,2.394034024049488,2.5669822237765976,0.2570670648565041,3.149989357727514,1.11535090621282,1.0313012915584954,0.17316662685683204,4.556529253288532,0.8659614443793593,0.5056960096736551,0.036956262768218284,0.42178482567070696,0.580227134664404,0.8693434377160221,4.222939381563366,1.2966123373236742,2.0902868918051785,Myanmar
Ahidahomè (Porto-Novo),1.8717203627765677,2.2018421333476823,4.008586344388005,3.619964253174666,2.1594880157841487,1.3402450208071133,2.300196291597219,5.329504172328656,1.6109784148966884,3.6518534806721705,5.391011240503072,3.204436291467807,1.0908507559151412,0.6774396070547778,3.198077961221382,2.9070382675682223,1.0524468335254549,0.5879914446397922,0.19092321213877717,1.1566396782638708,2.4291719959008296,1.0682075495072716,5.440430342471211,3.4737862846903393,0.31363142478948636,0.09811246472065782,0.43520526735887854,0.9427159188292703,1.946024494962702,5.267644193740319,1.7424479998062443,2.007966166541852,Benin
Ahmedabad,1.441521033993817,2.497579879468227,2.859275862907319,1.9948230793034292,1.6794015175108918,3.5550283683322705,2.06482616213549,3.622161520624994,0.011992182987792366,2.5794928129785255,4.815109072336933,3.887315613447584,2.573813421569991,0.26250949047409444,2.2691550405156,2.3819079190300876,1.2752982212092092,0.8124024350342,2.831177587298031,2.6346574795499436,1.2655663815601785,1.0362972496725176,5.493308100838412,3.2429937469605257,1.0760449505803602,0.04203916496228832,1.3153408871999037,1.481215966782238,1.1507003640496019,4.744254947243107,0.3164853282637824,1.5576543336402804,Bassas da India
Ahpauk Wa,1.990915577395263,2.263799422295559,4.1341533737025244,2.8989123285543448,0.4960630590204089,2.590186150742233,2.666167333958118,4.936197411056556,1.7376926881192882,3.453782491966146,5.313919490159412,2.7670105362413406,0.903432449177827,0.19925870135556234,2.6294963558898488,1.5212894431580657,2.081281717243867,1.0054672119080499,2.4894933672937745,1.7934259072772543,1.348439346486875,0.18450618666243102,3.814053343090907,1.9388072701218215,0.024453236933753147,1.6021059767170605,0.20879999239574454,0.5604192695644196,0.4080526982520447,5.690669585164827,1.263798676548373,0.7977682547640483,Myanmar
Ai Cheng,1.830987647025538,3.1268686194428597,2.9909988900184183,3.4454809790368817,1.2964574691147892,3.67197951172985,2.6392243714127552,4.535001901735023,1.6283065796974263,2.391317260001737,4.106941746126213,4.216756313206337,1.503522447603456,0.006246317186097028,4.120524857988958,2.576544262199654,2.455525527389695,0.1342259832055155,3.4022560452314,1.3392172947619303,2.7191611548842016,1.1982575209831343,5.052351503187253,0.8017311962564726,0.47110116049541195,0.31392846430127164,0.2676583196787191,0.2681301178417118,0.46610358994976253,5.90625021358116,1.7644373271278648,1.4249381586328227,Myanmar
Ain Zara,1.2064511005492544,1.2256680364984414,4.346154370306046,0.20810496747122625,1.5219990570575335,3.508293028167358,2.1619325618448357,3.4889806581204814,1.377029688746103,3.338957248490257,4.520901402702253,2.6456856577443864,9.391029500826379,1.1018698400890208,3.6508200212449156,3.119521978784327,1.0935981584483063,0.4552561739343738,2.8897498273343283,0.3033994152549885,0.9614271460053907,0.1725965261718626,5.197661688890356,2.645187991029829,0.4688253678544472,1.4385402271103813,1.7671927224255124,1.5767388749438722,0.2988002422745628,5.766102242264283,0.4350311054749094,1.5871715591315705,Libya
Aioun,1.4380566770234098,1.7538915580624728,4.075424074936201,3.8454736617548573,0.5448959666508353,3.324514380561507,1.9634438226973097,3.8197352253533037,0.8493082344464179,2.145508435387523,4.374571757579656,3.3151439022727107,1.9942527389105418,0.9352829194568767,4.06837450213127,1.3813758982661972,20.56033620588074,0.07496879060500716,1.978539591258582,0.8423356647964244,2.0447120433443606,1.5309140441627536,4.045369637209968,3.127287226511743,0.4869047434006052,1.196084616518561,1.3280336983813434,0.2838712093644672,0.8789176172791251,5.8305701944760315,6.105868194787242,0.5903495354869663,Mauritania
Aizawl,2.5849697891959655,1.970300841349159,3.3227560727152143,3.952888173427917,0.9478186904177723,4.224660074778457,1.8994812284915288,4.784007585695283,0.3515900615375879,3.1866247055466226,4.2848678898923875,2.4467976999130387,1.2524565838125046,0.7916812973851716,3.2708608182711494,1.8097961049884974,1.7300861785020216,0.09951134496889236,1.7080963806696479,0.8301953713352175,2.7280795750458533,0.22578254120271046,4.105847450959043,1.9567283392587758,1.2595723028956938,1.7384961630391278,0.9358002301568064,4.4645781260238575,1.799518331317871,4.938418525111348,1.878122185719874,0.6807160888714652,Bassas da India
Ajeber,1.679522331203423,3.2890762059182057,3.686466208074397,3.219838984253938,2.2195246853199535,4.2881189577318874,2.2901729543913327,5.088628711375275,1.1885980517673893,2.4381121992843755,4.776662517121654,2.396292789364492,1.7339518997964276,0.4306980642268813,3.0453864974596225,2.2819833073377933,2.2175270840893266,0.6074766051492144,3.531495769940559,1.5624855036339156,11.280998085619135,0.2726061320036902,4.803817017150403,3.2498969990756383,1.2236240265229767,1.5148803511319482,0.7580441015984637,0.7602693347331216,0.8187705996401153,5.65215056391825,0.2703075584226988,1.6643036411892274,Ethiopia
Ajloun,2.2168926736251793,1.878868855028173,4.209859317328208,2.7796132009094494,0.5212461554031289,3.726374474631487,1.1646347702492998,4.199882297232073,0.19422163811996984,7.245104617108307,15.787927309237917,2.8745197094677177,19.507338338329152,0.8022727865598226,2.9506525488454045,2.4811388587562435,2.8272797740768,0.4658679943272439,3.079911332942345,0.09220439547104331,1.027572523476618,1.5006225431855231,4.7149073115708475,1.965946048002533,1.501869275304363,0.7381468912450633,0.8926671391932889,0.9872167502220753,1.6960061102196953,4.768517576964285,1.9486812626990917,1.0318482710778905,Jordan
Ajmer,1.7611536489795139,2.7943788085157006,4.015819978770509,2.153061152108668,1.0943959687088642,2.728139808541351,2.309040294237138,4.907640736782777,1.7541034409715488,3.336275344145801,4.718302311638341,2.5917263611119346,2.6139464044354654,0.13060892618820052,4.167402843578785,2.212670871751528,0.9805980054098726,0.261794650029734,3.598451560624846,1.0603982486570003,1.2092615468822603,0.5976658853908288,5.43128399153585,3.2550813816975586,1.461128904390037,0.7353491878612841,0.8984071586087542,4.821458182059482,0.2689064479838699,5.502495727901997,0.5788568002864363,1.8993903433601407,Bassas da India
Akkar,2.651774626772572,2.7875578110804993,3.45355100632183,2.094100986745246,0.2825616006246776,3.879912159306465,2.285955732187972,0.2220066922507813,0.11114598703647605,2.9322555225525835,3.988445945563498,3.343199931698809,1.458003731543036,1.0861243961621154,4.145236620478711,1.0370660011496564,1.9191043504002994,0.5028931545967894,3.676497211103227,1.076625015523193,2.6703216606848033,1.1199947444262883,4.806203520445768,3.411656714855619,0.4312705251751521,1.7227365867704738,0.5943582992570725,1.036388792367885,1.323989223251838,4.150815288871648,0.15240918971518136,0.43607901743863353,Lebanon
Aklan,1.6571054700125478,2.9483410985894194,4.029383356131697,2.478630080895203,0.9764281609203653,3.7310286102005605,1.6664564086706624,1.7064724093495025,1.1412086057363617,2.911198839737164,7.386914391153087,2.8446279514351795,2.3493993913240017,3.7279250804705097,2.3248034484498357,1.5892412441253083,2.7285732056904317,0.9821182949843363,3.3742776910949597,0.8202600527276374,0.8778041546529995,0.42465143705047914,5.184020073305209,3.183360931796183,0.40604580673871216,1.1149617340874607,1.6348315372579596,0.8080104934440796,1.3392489299457628,4.138172759467016,0.9635234552057936,0.4475949270976962,Philippines
Aktau,1.4191312968144154,2.344267075529583,4.261716397857206,2.057502551703351,1.734371249702065,3.5824170750744404,1.3352446876384072,4.398379666999397,0.16316273527488379,3.9212144500831547,2.7880317837046444,3.594299919001948,2.587840501821119,1.5925486240331206,3.7018430425258106,0.41060158166997995,2.7809598238140936,1.0184828706478881,3.4650427655457374,1.0230541533448585,2.673860488602937,0.1377667317678009,3.8471970628605265,2.1301198074455545,0.1013776331175843,1.9688606998931772,1.2984483352357268,0.661870602885574,1.8585604809762868,4.874409062431528,0.9338115318952394,0.1705377422997762,Kazakhstan
